slno,idx,audio_filepath,person,sex,start_sample,end_sample,start_sec,end_sec,duration_sec,vowel_type,pitch_org_praat,f1_mean_org_praat,f2_mean_org_praat,f3_mean_org_praat,f4_mean_org_praat,f1_median_org_praat,f2_median_org_praat,f3_median_org_praat,f4_median_org_praat
3036,19777,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/FMLD0/SA1.WAV,FMLD0,F,44539,45960,2.7836875,2.8725,0.0888125,axr,173.37080710642147,530.6168226824952,1633.15991034824,2414.912471027314,3902.951058632043,484.4032724634391,1537.3851205882418,2452.736242097684,3902.14626324478
3037,67283,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FLEH0/SX151.WAV,FLEH0,F,18467,19759,1.1541875,1.2349375,0.08075,axr,201.60420202360635,530.1439263021973,1904.442060076524,2710.0010714373902,3767.063655544592,513.171776084842,1912.616889257528,2757.6984447253526,3905.163300503594
3038,12045,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FCAL1/SA1.WAV,FCAL1,F,38040,39265,2.3775,2.4540625,0.0765625,axr,175.1275002892272,551.1594417014167,1656.4566485854027,2522.8541586039933,3772.7697823919593,522.7340370019372,1709.0281235063742,2583.82549407381,3831.458582482068
3039,16667,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FCAU0/SI1037.WAV,FCAU0,F,42561,43450,2.6600625,2.715625,0.0555625,axr,223.462756947924,574.2825771354134,1541.7556147545274,2414.091323699027,3698.76645872328,542.0168711468084,1447.969311771063,2434.497236493881,3738.307347538032
3040,45793,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FLKM0/SI1880.WAV,FLKM0,F,19880,20840,1.2425,1.3025,0.06,axr,222.8291698167704,674.406615051613,1918.3698572607243,2553.674941121344,3823.219568680698,657.7366663896528,1896.0081347600176,2675.778322761232,3835.969865107173
3041,62816,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FRJB0/SX347.WAV,FRJB0,F,33994,35383,2.124625,2.2114375,0.0868125,axr,185.25243965379923,598.3487798221548,1769.1292893694697,2787.697863169632,3805.113654509146,565.8301725183439,1807.3235200008007,2905.958829143828,3790.680719032638
3042,55261,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSDC0/SI1942.WAV,FSDC0,F,21640,22516,1.3525,1.40725,0.05475,axr,206.5782800941904,630.8967216657413,1580.1680364159954,2546.1214840328857,3932.721881140164,589.6182736132471,1613.718547164881,2628.571903773765,4063.035126417851
3043,16721,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FCAU0/SX227.WAV,FCAU0,F,10736,12044,0.671,0.75275,0.08175,axr,252.8890104691588,603.8757592797382,1616.2500451920855,2529.9019680803626,3902.576328073815,562.8247738875152,1596.0625091375182,2586.265331100197,3970.1341429915446
3044,62215,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FJDM2/SX52.WAV,FJDM2,F,5239,6329,0.3274375,0.3955625,0.068125,axr,234.08740544217056,630.9601879813547,1606.6054733838612,2747.620299876039,3777.261901076277,624.2669078958143,1574.0991977041072,2862.033523639824,3948.44421406192
3045,1632,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FJAS0/SA1.WAV,FJAS0,F,42280,43283,2.6425,2.7051875,0.0626875,axr,205.858778057268,521.3979707228925,1709.3323351355382,2555.664976306928,3792.176151559024,475.493462136857,1685.4773540928054,2593.5599690768395,3816.6411549735744
3046,15516,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/FLNH0/SX44.WAV,FLNH0,F,22224,22851,1.389,1.4281875,0.0391875,axr,172.1555899771377,654.2914074638703,1880.9019463941213,3066.613167622021,4062.9341337972114,684.9363002175397,2067.0596387698247,3197.3247560526243,4181.332440568549
3047,67690,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FMKC0/SX442.WAV,FMKC0,F,30720,32160,1.92,2.01,0.09,axr,211.99942895189344,596.7964023959285,1546.9302455734576,2518.9307506821333,3643.636009976965,598.5657237469364,1571.37520094689,2595.257262163664,3671.966118360988
3048,9280,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FMCM0/SX10.WAV,FMCM0,F,2360,2800,0.1475,0.175,0.0275,axr,200.5185073957486,622.2395681919938,1506.3617493234565,2186.220973586212,3228.041488474011,622.4331554905291,1417.1283927021009,2182.515339488262,3233.8258480268105
3049,63120,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FSGF0/SA1.WAV,FSGF0,F,55399,57654,3.4624375,3.603375,0.1409375,axr,207.7200258546499,562.8660329411065,1597.0141303195398,2490.3678570873176,3784.5231960605424,530.0523615560669,1532.8361488149726,2497.3272941479645,3860.125014305877
3050,35130,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FALK0/SX96.WAV,FALK0,F,7560,8520,0.4725,0.5325,0.06,axr,182.7902228676959,617.9584425630035,1916.1007093704404,2675.8940696761547,3600.0767757561325,604.779834065617,1992.6772718665395,2916.0400325736728,3557.045721068855
3051,25872,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FCAJ0/SX219.WAV,FCAJ0,F,44994,46835,2.812125,2.9271875,0.1150625,axr,179.90225036209995,586.2321664841301,1623.1163057249623,2600.3649948952534,3603.2510017053264,546.4815658002864,1535.5513186657645,2602.2624229369035,3658.138642150129
3052,54599,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FLMK0/SA1.WAV,FLMK0,F,19856,21157,1.241,1.3223125,0.0813125,axr,222.21874762837928,604.5523336405267,1623.038088447082,2604.748349017827,3811.998538594012,566.7667245567087,1464.1892347252613,2627.336338331761,3770.916328066096
3053,45000,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FDKN0/SX91.WAV,FDKN0,F,45054,47093,2.815875,2.9433125,0.1274375,axr,211.5907485797717,563.3285322645213,1643.04240256381,2547.181036274133,3856.952613078337,540.2787577154863,1593.7991285051737,2629.336979517304,3917.721146532088
3054,45542,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FKLC0/SI2245.WAV,FKLC0,F,21605,23478,1.3503125,1.467375,0.1170625,axr,168.36727270848394,535.2401531549863,1638.271752727751,2481.6182362423565,3727.063673977072,511.1324313836317,1589.2570887645118,2507.6492342114125,3841.41559532838
3055,66785,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FJRP1/SX352.WAV,FJRP1,F,21660,22520,1.35375,1.4075,0.05375,axr,196.59427485096063,538.3433378590007,1554.918901944961,2654.3733029395976,3797.371843428514,523.9502842727269,1478.610485417315,2785.107589365407,3917.509713458947
3056,15530,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/FMGD0/SA1.WAV,FMGD0,F,38360,40035,2.3975,2.5021875,0.1046875,axr,175.46694950575568,542.306157827056,1629.1353640150585,2467.8450859790446,3646.083869264334,523.2838226112116,1543.8375480984548,2543.255261511158,3816.779188163666
3057,54311,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FKKH0/SX210.WAV,FKKH0,F,24326,25670,1.520375,1.604375,0.084,axr,206.8760990311004,644.966021530162,1542.1794874125785,2492.1987648313057,3895.336060803592,631.7738410073318,1545.2703045697683,2595.0360030564552,3911.121086412224
3058,2029,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FPAS0/SA1.WAV,FPAS0,F,39268,41798,2.45425,2.612375,0.158125,axr,195.18977172815127,538.2396152024952,1568.5009710692125,2389.48617179917,3654.3717778633786,523.6047346922412,1624.2771856657027,2445.482664543329,3654.2191999286815
3059,37300,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FSKC0/SI2046.WAV,FSKC0,F,50588,51974,3.16175,3.248375,0.086625,axr,176.29861136734038,640.4620134682671,1509.3760738937622,2585.389034817175,3781.420500303606,618.639509328879,1497.3049258160436,2673.4717070533743,3899.199006386932
3060,414,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FJEM0/SI1894.WAV,FJEM0,F,26443,27560,1.6526875,1.7225,0.0698125,axr,197.19495864064905,612.1843858838957,1712.501392248685,2609.7647189917348,3687.94241569242,602.4199629137296,1714.5732938248166,2688.6254795092304,3795.765843863532
3061,35839,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FGCS0/SX226.WAV,FGCS0,F,12866,13827,0.804125,0.8641875,0.0600625,axr,225.15834032433511,657.8416790300828,1431.753933142413,2451.668139812461,3661.98283078956,652.4902654415268,1268.4607221981562,2553.5122540130524,3702.8218377341664
3062,26963,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FKAA0/SX128.WAV,FKAA0,F,11822,13000,0.738875,0.8125,0.073625,axr,191.43875388854795,611.0346380548597,1532.027097848215,2690.833031989879,3878.1310630101366,594.9593211067906,1503.3340721706777,2894.992672435898,3961.584457042436
3063,36881,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FPAZ0/SA1.WAV,FPAZ0,F,37800,38851,2.3625,2.4281875,0.0656875,axr,220.2227289406772,643.5482797859319,1677.8761960652523,2590.148015503945,3711.771882204957,623.128205373896,1552.8755424502374,2694.027485684157,3816.666318890333
3064,66080,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FBLV0/SA1.WAV,FBLV0,F,39050,40680,2.440625,2.5425,0.101875,axr,193.2048423691521,535.3907968191432,1820.935475830414,2644.934492049497,4038.694007969464,488.013229663033,1870.44747262594,2628.324125688782,4086.043149682569
3065,13040,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FUTB0/SA1.WAV,FUTB0,F,51172,52183,3.19825,3.2614375,0.0631875,axr,181.20228942277456,531.673534502824,1625.0578699972327,2595.592052611766,3646.245492228342,516.5579628917618,1606.1247583170552,2553.008637655712,3637.416730632021
3066,62663,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FPAD0/SI716.WAV,FPAD0,F,57400,57920,3.5875,3.62,0.0325,axr,238.07037227043008,651.0216743523754,1626.0578494561794,2544.289479372799,3786.670833616171,596.5866021046935,1639.75123529254,2658.833576044613,3865.1180582674174
3067,12427,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FHEW0/SI2023.WAV,FHEW0,F,40600,41690,2.5375,2.605625,0.068125,axr,247.9238816636164,675.0965320302382,1484.8969938306936,2300.763309699486,3390.7577371074685,663.7995167491933,1393.7990846487462,2254.515783591023,3344.944888937668
3068,44457,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FALR0/SX245.WAV,FALR0,F,28360,29480,1.7725,1.8425,0.07,axr,226.20801042164405,606.1687463733961,1823.51232405944,2739.399766369655,3768.755730866166,543.5511160808751,1870.5717820498785,2790.027013975864,3823.38955772077
3069,9747,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FSEM0/SI1828.WAV,FSEM0,F,66939,67583,4.1836875,4.2239375,0.04025,axr,236.8409187054448,597.9221043739401,1597.8703061231918,2711.124573085513,3815.595373975165,574.3301299731564,1599.1032177875518,2881.3946362853244,3874.1930171982167
3070,76560,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FPLS0/SI2220.WAV,FPLS0,F,27028,28720,1.68925,1.795,0.10575,axr,223.0599392535787,611.9468199778032,1584.4090285046111,2474.4574087692813,3763.1446751713615,622.9289831205533,1615.2352172422973,2498.298311633989,3814.3396278090495
3071,55092,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSAG0/SA1.WAV,FSAG0,F,43446,45222,2.715375,2.826375,0.111,axr,157.68708451702403,550.883175601279,1724.1770212298088,2657.1612283187724,3971.813920901479,519.8679500600704,1812.8659695229703,2708.6860829338348,4080.076249878866
3072,17324,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FMML0/SI2300.WAV,FMML0,F,19550,20412,1.221875,1.27575,0.053875,axr,183.86620941978683,659.1244567702807,1640.9757489858032,2489.323462784698,3720.307518037834,630.7691020866635,1655.2329093841706,2493.792732769763,3828.5628358307663
3073,21726,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FKFB0/SX348.WAV,FKFB0,F,52750,54890,3.296875,3.430625,0.13375,axr,220.4790023661684,688.4335436600844,1526.8420981856452,2258.90339006308,3545.5063230837845,669.9237419458958,1491.6070555463195,2137.481329891832,3430.8638578508835
3074,28211,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FSRH0/SI671.WAV,FSRH0,F,36000,38000,2.25,2.375,0.125,axr,201.8117150446112,583.6884762233749,1572.079042016059,2809.100858797339,3955.806050753117,576.0799600356597,1560.3197998899,2902.471581726468,4206.452018818979
3075,1717,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FJAS0/SX230.WAV,FJAS0,F,46711,49390,2.9194375,3.086875,0.1674375,axr,191.0235716292061,607.9809676908834,1503.304368431214,2620.9390002601526,3819.7657878721457,597.0822150010432,1366.5374659348618,2736.8022981954646,3841.1071747317055
3076,46063,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FSAK0/SI1930.WAV,FSAK0,F,2633,3216,0.1645625,0.201,0.0364375,axr,204.18626541683813,624.5040722012147,1626.0149266065669,2697.2014115200027,3964.395814795759,638.4234607502208,1673.129338163968,2792.0980477550115,3962.335690050083
3077,54633,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FLMK0/SI1035.WAV,FLMK0,F,41832,43461,2.6145,2.7163125,0.1018125,axr,229.938728971142,544.5454529462427,1447.000060332848,2473.530448504237,3636.816033927661,531.4029761757281,1389.8795357097906,2486.90778830721,3606.428432638001
3078,36835,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FNTB0/SX213.WAV,FNTB0,F,18882,20680,1.180125,1.2925,0.112375,axr,174.13241177947344,576.5704035201848,1688.494285378829,2530.1012948552266,3889.207958686478,549.065471935447,1749.8967849985463,2709.816976792583,4048.791303060759
3079,12602,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FJCS0/SX139.WAV,FJCS0,F,42736,44440,2.671,2.7775,0.1065,axr,213.3015533341142,516.3804853843105,1384.401296565189,2551.310190698628,3759.0203738031673,509.30468961778536,1285.596321750097,2606.0784476307035,3859.283604069105
3080,9648,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FRNG0/SX185.WAV,FRNG0,F,27400,28657,1.7125,1.7910625,0.0785625,axr,261.5342416408197,683.7724602873286,1415.5462022523309,2345.8040107271763,3703.764764513739,636.1678815791015,1239.543306273787,2373.8207066123564,3656.257020382668
3081,54403,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FLJA0/SX178.WAV,FLJA0,F,15534,16920,0.970875,1.0575,0.086625,axr,181.29588299634685,627.782059312711,1636.7149459427085,2543.74199865992,3621.120491579221,628.2557197090131,1597.580332701887,2605.227855450892,3716.449737509992
3082,55344,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSJG0/SA1.WAV,FSJG0,F,60040,62520,3.7525,3.9075,0.155,axr,216.8810478288908,580.8135260499597,1720.6745525305978,2583.6833985165613,3780.360130258562,570.1117434334419,1675.4507458397916,2622.1116768094566,3788.451459454444
3083,36025,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FJLG0/SI1506.WAV,FJLG0,F,7227,8123,0.4516875,0.5076875,0.056,axr,224.3527063885439,594.0712616746197,1708.481988033146,2705.8811119437773,3819.7204424620313,525.9143080197612,1737.6497127154394,2841.9267092015634,3931.4644206558833
3084,53850,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FGDP0/SA1.WAV,FGDP0,F,41406,42569,2.587875,2.6605625,0.0726875,axr,189.1070947330683,562.4633770505332,1626.8148221420695,2762.3319140709714,3839.2890983146494,512.7279741068171,1478.8922164178236,2955.760618795813,3830.458573728117
3085,45098,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FEEH0/SX212.WAV,FEEH0,F,45920,46600,2.87,2.9125,0.0425,axr,242.2467338766402,602.361446287879,1580.84629124374,2559.2285221731727,3728.430481546897,608.0513133376339,1618.6168807099536,2623.6541632754625,3821.55595496442
3086,28059,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FSKL0/SI1529.WAV,FSKL0,F,4344,5221,0.2715,0.3263125,0.0548125,axr,188.2981854203583,583.4258041639538,1830.9897221813649,2617.448697234189,3780.113079880192,524.7841130335017,1851.5845848162016,2669.5395527443025,3709.485262739784
3087,35381,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FCMG0/SX432.WAV,FCMG0,F,53991,54679,3.3744375,3.4174375,0.043,axr,158.64698463812636,605.8978558566814,1463.2919311840742,2653.318215223562,3693.859030216659,602.5315134805724,1316.7414466946293,2725.552373441904,3683.904248427149
3088,16969,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FGWR0/SX138.WAV,FGWR0,F,38558,39298,2.409875,2.456125,0.04625,axr,194.52467951883176,594.1701513305942,1584.568529827241,2602.280427436078,4117.696324965564,582.7312783122911,1545.742523192357,2726.999891118139,4243.723385869491
3089,8279,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FDMS0/SX138.WAV,FDMS0,F,15400,16840,0.9625,1.0525,0.09,axr,205.0806218983573,556.3395724960031,1673.3157944304871,2592.026027906935,3852.67598911646,577.5217281669529,1757.4401141582025,2727.4471586134187,3864.766935972055
3090,62513,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FMJU0/SI1389.WAV,FMJU0,F,55930,57560,3.495625,3.5975,0.101875,axr,207.6440182553777,595.5641719324575,1794.0840299370398,2663.1637959030795,3852.206968895748,565.3815750193812,1790.9955679514496,2725.6562341951494,3897.177824043256
3091,54336,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FKKH0/SX390.WAV,FKKH0,F,34840,36091,2.1775,2.2556875,0.0781875,axr,214.0293538543781,669.5232192047049,1844.4344947763243,2705.093861914958,3850.223244593707,671.4909354398944,1810.8523139307665,2821.854550883173,3907.109585055044
3092,27120,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FLMA0/SX343.WAV,FLMA0,F,39480,40586,2.4675,2.536625,0.069125,axr,195.9873364862424,626.4938909276098,1553.5380561813777,2711.58353512988,3938.265104909183,640.2393480936413,1563.6983800602216,2756.7966046115503,3975.395840810618
3093,54772,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FLOD0/SI1917.WAV,FLOD0,F,34757,35880,2.1723125,2.2425,0.0701875,axr,162.67964156337337,567.6312603140381,1609.533548109216,2637.2232820060667,3971.392281307688,560.7210787289946,1520.0497430029673,2787.914207813923,4108.853953123367
3094,12734,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FJSA0/SX209.WAV,FJSA0,F,11655,13400,0.7284375,0.8375,0.1090625,axr,215.9239735849459,654.6703038200196,1280.6930719117306,2285.574808461334,3382.101095078464,657.5725657540441,1211.6632709732633,2389.095130696112,3333.884688482194
3095,26520,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FDXW0/SX341.WAV,FDXW0,F,38224,39960,2.389,2.4975,0.1085,axr,190.6776242444197,599.8659012539376,1497.994102362712,2411.9719303721754,3585.687898047362,615.8521142363281,1514.918275531255,2415.2991990426844,3716.043016166783
3096,53793,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FEXM0/SX201.WAV,FEXM0,F,22360,23160,1.3975,1.4475,0.05,axr,212.55538169066,529.5055656780617,1510.2083015626731,2608.358526402271,3725.561141696443,536.7398389587466,1276.0264216923176,2640.5150257313144,3776.6376979829056
3097,16774,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FDHC0/SA1.WAV,FDHC0,F,45544,46881,2.8465,2.9300625,0.0835625,axr,211.4531339362575,556.1921725217629,1761.599054726226,2587.390430376847,3955.483092709612,545.0488132446684,1760.7846045192275,2608.1348829988183,3956.47289231471
3098,21686,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FKFB0/SI978.WAV,FKFB0,F,41760,42835,2.61,2.6771875,0.0671875,axr,216.40463113819405,647.5674896855154,1566.3361514380067,2549.5879799358217,3858.3481059863416,640.354062424768,1514.9106340313383,2537.9149007057968,3964.341877419163
3099,12939,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FNLP0/SI1308.WAV,FNLP0,F,37800,39394,2.3625,2.462125,0.099625,axr,216.1444895024758,557.098415144203,1746.5421829504032,2751.1252559851296,3770.016384973998,553.8603167367752,1815.9980312577177,2857.86134976003,3879.9655784990528
3100,27778,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FPJF0/SX56.WAV,FPJF0,F,29564,30975,1.84775,1.9359375,0.0881875,axr,203.93127020405976,585.2004481414796,1929.9543366358696,2892.977567227679,4044.928181331713,579.8237543637334,1963.061179072385,3046.487047987261,4096.850377654145
3101,54726,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FLOD0/SA1.WAV,FLOD0,F,37180,38182,2.32375,2.386375,0.062625,axr,134.2955780157119,530.5033083635736,1715.09987123069,2676.3189280566417,3962.487865143018,490.01174002975006,1841.213673318856,2767.4972984547844,4021.1816349481614
3102,7929,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FADG0/SX199.WAV,FADG0,F,32889,34120,2.0555625,2.1325,0.0769375,axr,229.6314205098113,551.0828540123649,1699.6810231169782,2760.5179171789523,3821.676041401604,502.3214884586578,1735.7704091666792,2778.868465366684,3883.050393588748
3103,2136,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FPAS0/SX44.WAV,FPAS0,F,18180,18925,1.13625,1.1828125,0.0465625,axr,205.9435852435141,633.7186218706277,1734.5245153042283,2636.2068553580275,3810.9351322862767,634.4535373630813,1820.3067084702504,2703.0474015322643,3849.314679346984
3104,37441,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FSLS0/SX156.WAV,FSLS0,F,13033,13953,0.8145625,0.8720625,0.0575,axr,222.21474986427933,653.0359151540899,1547.073630970458,2515.447075758741,3631.277512903299,653.1562846411224,1550.430687031366,2613.9972000632024,3709.653097174277
3105,4658,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/FCMH0/SI1454.WAV,FCMH0,F,75600,77410,4.725,4.838125,0.113125,axr,178.78314874098308,555.9506466290164,1693.8809583104744,2608.506589930131,3927.2195157167016,528.1808179925317,1695.077767282664,2725.4270279332245,3934.571218576264
3106,36302,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FLAC0/SX181.WAV,FLAC0,F,10050,11000,0.628125,0.6875,0.059375,axr,217.71534193341407,630.5678017018012,1694.393449652722,2588.164722895447,3976.5840869738777,612.259044998633,1651.67495127751,2704.85680811821,4044.472963711045
3107,2322,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FSLB1/SI891.WAV,FSLB1,F,41240,43364,2.5775,2.71025,0.13275,axr,207.5791671974104,589.8189801129132,1535.110330893436,2533.762754504294,3655.414410060965,592.8633082878582,1542.908509872318,2487.857568153257,3674.6376291963934
