slno,idx,audio_filepath,person,sex,start_sample,end_sample,start_second,end_second,duration_second,vowel_type
4670,54984,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FPMY0/SA2.WAV,FPMY0,F,28735,31248,1.7959375,1.953,0.1570625,oy
4671,36472,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FLJD0/SX346.WAV,FLJD0,F,36300,38000,2.26875,2.375,0.10625,oy
4672,35234,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FCKE0/SX211.WAV,FCKE0,F,23268,26600,1.45425,1.6625,0.20825,oy
4673,75875,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FCEG0/SX348.WAV,FCEG0,F,40760,42234,2.5475,2.639625,0.092125,oy
4674,21770,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FMEM0/SA2.WAV,FMEM0,F,27195,29075,1.6996875,1.8171875,0.1175,oy
4675,61885,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FBCH0/SI1586.WAV,FBCH0,F,5034,7676,0.314625,0.47975,0.165125,oy
4676,17219,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FLAS0/SX228.WAV,FLAS0,F,8479,11071,0.5299375,0.6919375,0.162,oy
4677,27291,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FMJB0/SA2.WAV,FMJB0,F,22391,25650,1.3994375,1.603125,0.2036875,oy
4678,25757,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FAJW0/SX273.WAV,FAJW0,F,11411,14774,0.7131875,0.923375,0.2101875,oy
4679,55737,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSMS1/SA2.WAV,FSMS1,F,23394,27070,1.462125,1.691875,0.22975,oy
4680,9328,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FMCM0/SX370.WAV,FMCM0,F,28680,31624,1.7925,1.9765,0.184,oy
4681,62371,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FLAG0/SA2.WAV,FLAG0,F,37260,39812,2.32875,2.48825,0.1595,oy
4682,28053,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FSKL0/SA2.WAV,FSKL0,F,19969,21639,1.2480625,1.3524375,0.104375,oy
4683,36713,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FMJF0/SX354.WAV,FMJF0,F,18840,21320,1.1775,1.3325,0.155,oy
4684,21173,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FDML0/SA2.WAV,FDML0,F,20061,22015,1.2538125,1.3759375,0.122125,oy
4685,12056,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FCAL1/SA2.WAV,FCAL1,F,20219,22140,1.2636875,1.38375,0.1200625,oy
4686,44386,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FALR0/SA2.WAV,FALR0,F,23076,25274,1.44225,1.579625,0.137375,oy
4687,2247,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FRAM1/SX190.WAV,FRAM1,F,41544,46640,2.5965,2.915,0.3185,oy
4688,35651,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FEME0/SA2.WAV,FEME0,F,22266,24647,1.391625,1.5404375,0.1488125,oy
4689,62874,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FSBK0/SA2.WAV,FSBK0,F,19781,23227,1.2363125,1.4516875,0.215375,oy
4690,27166,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FLMC0/SA2.WAV,FLMC0,F,20498,22182,1.281125,1.386375,0.10525,oy
4691,22520,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FVMH0/SA2.WAV,FVMH0,F,21000,23853,1.3125,1.4908125,0.1783125,oy
4692,16973,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FGWR0/SX228.WAV,FGWR0,F,16700,19320,1.04375,1.2075,0.16375,oy
4693,66848,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FJSK0/SA2.WAV,FJSK0,F,20753,22976,1.2970625,1.436,0.1389375,oy
4694,62492,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FMJU0/SA2.WAV,FMJU0,F,23018,25608,1.438625,1.6005,0.161875,oy
4695,54482,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FLJG0/SA2.WAV,FLJG0,F,25290,27738,1.580625,1.733625,0.153,oy
4696,76046,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FJRB0/SA2.WAV,FJRB0,F,18798,21681,1.174875,1.3550625,0.1801875,oy
4697,67489,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FMAH1/SI1509.WAV,FMAH1,F,14730,18430,0.920625,1.151875,0.23125,oy
4698,8524,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FGJD0/SX189.WAV,FGJD0,F,8313,12031,0.5195625,0.7519375,0.232375,oy
4699,19631,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/FCMH1/SX413.WAV,FCMH1,F,23100,24960,1.44375,1.56,0.11625,oy
4700,26559,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FEAC0/SA2.WAV,FEAC0,F,20120,23603,1.2575,1.4751875,0.2176875,oy
4701,12579,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FJCS0/SI1939.WAV,FJCS0,F,22600,24600,1.4125,1.5375,0.125,oy
4702,44927,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FDKN0/SI1711.WAV,FDKN0,F,7710,10640,0.481875,0.665,0.183125,oy
4703,68111,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FSPM0/SA2.WAV,FSPM0,F,19640,22475,1.2275,1.4046875,0.1771875,oy
4704,2287,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FSLB1/SA2.WAV,FSLB1,F,21465,23853,1.3415625,1.4908125,0.14925,oy
4705,8231,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FDMS0/SA2.WAV,FDMS0,F,19400,21932,1.2125,1.37075,0.15825,oy
4706,27537,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FMMH0/SA2.WAV,FMMH0,F,22349,26109,1.3968125,1.6318125,0.235,oy
4707,2037,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FPAS0/SA2.WAV,FPAS0,F,17503,19759,1.0939375,1.2349375,0.141,oy
4708,12176,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FGMD0/SA2.WAV,FGMD0,F,17879,20135,1.1174375,1.2584375,0.141,oy
4709,17157,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FLAS0/SA2.WAV,FLAS0,F,20469,22558,1.2793125,1.409875,0.1305625,oy
4710,55612,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSMM0/SA2.WAV,FSMM0,F,21146,23185,1.321625,1.4490625,0.1274375,oy
4711,53164,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FBMH0/SX326.WAV,FBMH0,F,29720,32626,1.8575,2.039125,0.181625,oy
4712,35289,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FCMG0/SA2.WAV,FCMG0,F,30116,32125,1.88225,2.0078125,0.1255625,oy
4713,66712,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FJRP1/SA2.WAV,FJRP1,F,26986,30454,1.686625,1.903375,0.21675,oy
4714,22273,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FTBR0/SA2.WAV,FTBR0,F,23143,25274,1.4464375,1.579625,0.1331875,oy
4715,26306,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FDNC0/SA2.WAV,FDNC0,F,22600,25441,1.4125,1.5900625,0.1775625,oy
4716,389,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FJEM0/SA2.WAV,FJEM0,F,27404,30203,1.71275,1.8876875,0.1749375,oy
4717,21519,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FJSP0/SA2.WAV,FJSP0,F,20000,22475,1.25,1.4046875,0.1546875,oy
4718,35730,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FEME0/SX335.WAV,FEME0,F,55621,57817,3.4763125,3.6135625,0.13725,oy
4719,12609,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FJCS0/SX229.WAV,FJCS0,F,17295,18882,1.0809375,1.180125,0.0991875,oy
4720,22138,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FSMA0/SA2.WAV,FSMA0,F,21593,24200,1.3495625,1.5125,0.1629375,oy
4721,15541,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/FMGD0/SA2.WAV,FMGD0,F,20503,22809,1.2814375,1.4255625,0.144125,oy
4722,12028,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FAWF0/SX370.WAV,FAWF0,F,5680,8814,0.355,0.550875,0.195875,oy
4723,62470,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FLAG0/SX384.WAV,FLAG0,F,30050,33840,1.878125,2.115,0.236875,oy
4724,15416,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/FLNH0/SA2.WAV,FLNH0,F,22308,25065,1.39425,1.5665625,0.1723125,oy
4725,4887,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/FPKT0/SA2.WAV,FPKT0,F,18680,21221,1.1675,1.3263125,0.1588125,oy
4726,76459,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FNKL0/SX172.WAV,FNKL0,F,16125,19216,1.0078125,1.201,0.1931875,oy
4727,45721,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FLHD0/SX354.WAV,FLHD0,F,5472,7227,0.342,0.4516875,0.1096875,oy
4728,28010,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FSCN0/SX356.WAV,FSCN0,F,34806,39080,2.175375,2.4425,0.267125,oy
4729,67975,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FREH0/SA2.WAV,FREH0,F,17400,19968,1.0875,1.248,0.1605,oy
4730,9049,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FLKD0/SX199.WAV,FLKD0,F,17671,19960,1.1044375,1.2475,0.1430625,oy
4731,53289,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FCDR1/SX196.WAV,FCDR1,F,9148,11446,0.57175,0.715375,0.143625,oy
4732,1903,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FJWB0/SA2.WAV,FJWB0,F,19007,21086,1.1879375,1.317875,0.1299375,oy
4733,22020,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FSJK1/SA2.WAV,FSJK1,F,23861,27404,1.4913125,1.71275,0.2214375,oy
4734,45648,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FLHD0/SA2.WAV,FLHD0,F,19585,21925,1.2240625,1.3703125,0.14625,oy
4735,321,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FELC0/SX216.WAV,FELC0,F,10410,13600,0.650625,0.85,0.199375,oy
4736,35034,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FALK0/SA2.WAV,FALK0,F,25524,27320,1.59525,1.7075,0.11225,oy
4737,26613,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FEAC0/SX165.WAV,FEAC0,F,41608,43959,2.6005,2.7474375,0.1469375,oy
4738,4709,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/FCMH0/SX194.WAV,FCMH0,F,7990,11362,0.499375,0.710125,0.21075,oy
4739,8289,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FDMS0/SX228.WAV,FDMS0,F,8280,10443,0.5175,0.6526875,0.1351875,oy
4740,17281,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FMML0/SA2.WAV,FMML0,F,22214,24438,1.388375,1.527375,0.139,oy
4741,67853,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FPAC0/SA2.WAV,FPAC0,F,25975,28825,1.6234375,1.8015625,0.178125,oy
4742,37270,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FSKC0/SA2.WAV,FSKC0,F,23422,26318,1.463875,1.644875,0.181,oy
4743,2257,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FRAM1/SX370.WAV,FRAM1,F,7100,10566,0.44375,0.660375,0.216625,oy
4744,67597,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FMKC0/SA2.WAV,FMKC0,F,21080,23101,1.3175,1.4438125,0.1263125,oy
4745,55667,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSMM0/SX234.WAV,FSMM0,F,9400,12600,0.5875,0.7875,0.2,oy
4746,67238,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FLEH0/SA2.WAV,FLEH0,F,21956,25065,1.37225,1.5665625,0.1943125,oy
4747,17616,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FTLH0/SX199.WAV,FTLH0,F,19960,23853,1.2475,1.4908125,0.2433125,oy
4748,9673,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FRNG0/SX365.WAV,FRNG0,F,55897,59702,3.4935625,3.731375,0.2378125,oy
4749,259,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FELC0/SA2.WAV,FELC0,F,24265,26569,1.5165625,1.6605625,0.144,oy
4750,61755,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FAPB0/SA2.WAV,FAPB0,F,28325,30704,1.7703125,1.919,0.1486875,oy
4751,21920,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FSAH0/SI614.WAV,FSAH0,F,25320,28680,1.5825,1.7925,0.21,oy
4752,76621,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FPLS0/SX330.WAV,FPLS0,F,26318,28616,1.644875,1.7885,0.143625,oy
4753,19865,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/FMLD0/SX25.WAV,FMLD0,F,7800,10819,0.4875,0.6761875,0.1886875,oy
4754,1666,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FJAS0/SI2030.WAV,FJAS0,F,6850,9453,0.428125,0.5908125,0.1626875,oy
4755,67480,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FMAH1/SA2.WAV,FMAH1,F,24939,27321,1.5586875,1.7075625,0.148875,oy
4756,12414,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FHEW0/SA2.WAV,FHEW0,F,25960,28706,1.6225,1.794125,0.171625,oy
4757,9102,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FMAF0/SA2.WAV,FMAF0,F,25424,27195,1.589,1.6996875,0.1106875,oy
4758,1969,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FJWB0/SX185.WAV,FJWB0,F,16793,19885,1.0495625,1.2428125,0.19325,oy
4759,35410,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FDFB0/SA2.WAV,FDFB0,F,18422,20553,1.151375,1.2845625,0.1331875,oy
4760,9649,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FRNG0/SX185.WAV,FRNG0,F,30025,33893,1.8765625,2.1183125,0.24175,oy
4761,53479,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FDTD0/SA2.WAV,FDTD0,F,20971,23686,1.3106875,1.480375,0.1696875,oy
4762,55745,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSMS1/SI1504.WAV,FSMS1,F,16690,20412,1.043125,1.27575,0.232625,oy
4763,26435,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FDXW0/SA2.WAV,FDXW0,F,19801,22558,1.2375625,1.409875,0.1723125,oy
4764,45725,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FLHD0/SX354.WAV,FLHD0,F,15470,17044,0.966875,1.06525,0.098375,oy
4765,12669,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FJSA0/SA2.WAV,FJSA0,F,25320,27655,1.5825,1.7284375,0.1459375,oy
4766,54068,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FGMB0/SX335.WAV,FGMB0,F,52826,55720,3.301625,3.4825,0.180875,oy
4767,55103,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSAG0/SA2.WAV,FSAG0,F,22328,24271,1.3955,1.5169375,0.1214375,oy
4768,26876,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FJKL0/SX302.WAV,FJKL0,F,28860,31640,1.80375,1.9775,0.17375,oy
4769,53244,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FCDR1/SI1816.WAV,FCDR1,F,37080,40440,2.3175,2.5275,0.21,oy
4770,37024,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FSJS0/SA2.WAV,FSJS0,F,24731,26443,1.5456875,1.6526875,0.107,oy
4771,9322,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FMCM0/SX370.WAV,FMCM0,F,5720,8920,0.3575,0.5575,0.2,oy
4772,66585,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FJHK0/SA2.WAV,FJHK0,F,21925,23770,1.3703125,1.485625,0.1153125,oy
4773,27462,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FMKF0/SX186.WAV,FMKF0,F,12682,15880,0.792625,0.9925,0.199875,oy
4774,45279,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FJXP0/SA2.WAV,FJXP0,F,21480,23770,1.3425,1.485625,0.143125,oy
4775,54237,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FKKH0/SA2.WAV,FKKH0,F,22590,24702,1.411875,1.543875,0.132,oy
4776,28363,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FTMG0/SX362.WAV,FTMG0,F,5880,9148,0.3675,0.57175,0.20425,oy
4777,22533,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FVMH0/SI1466.WAV,FVMH0,F,34310,36160,2.144375,2.26,0.115625,oy
4778,62704,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FPAD0/SX356.WAV,FPAD0,F,42120,44200,2.6325,2.7625,0.13,oy
4779,21592,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FJSP0/SX354.WAV,FJSP0,F,16470,18280,1.029375,1.1425,0.113125,oy
4780,54112,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FJXM0/SA2.WAV,FJXM0,F,25733,28616,1.6083125,1.7885,0.1801875,oy
4781,21307,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FECD0/SI1418.WAV,FECD0,F,66367,69190,4.1479375,4.324375,0.1764375,oy
4782,76409,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FNKL0/SA2.WAV,FNKL0,F,19240,21681,1.2025,1.3550625,0.1525625,oy
4783,36019,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FJLG0/SA2.WAV,FJLG0,F,19012,21013,1.18825,1.3133125,0.1250625,oy
4784,8857,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FLBW0/SI1219.WAV,FLBW0,F,11800,14120,0.7375,0.8825,0.145,oy
4785,37235,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FSJW0/SX433.WAV,FSJW0,F,29930,32430,1.870625,2.026875,0.15625,oy
4786,22572,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FVMH0/SI836.WAV,FVMH0,F,44810,46400,2.800625,2.9,0.099375,oy
4787,21,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FAKS0/SA2.WAV,FAKS0,F,33149,36133,2.0718125,2.2583125,0.1865,oy
4788,21316,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FECD0/SI2048.WAV,FECD0,F,30130,34710,1.883125,2.169375,0.28625,oy
4789,21406,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FETB0/SA2.WAV,FETB0,F,22892,26067,1.43075,1.6291875,0.1984375,oy
